number,config_item,location,child_incidents,channel,reassignment_count
INC0426136,WZA0D3C1209C2F,BHSF Corporate,0,Walk-in,0
INC0414223,Hardware Issue,Baptist Health Medical Group,0,Self-service,1
INC0423353,WZC8D9D214B64B,Baptist Hospital of Miami,0,Phone,1
INC0439791,Imprivata Hardware Issue,Baptist Hospital of Miami,0,Phone,2
INC0442559,WZ8E8810DE7FE8,Miami Cancer Institute,0,Phone,2
INC0421903,Hardware Issue,Baptist Hospital of Miami,0,Phone,2
INC0459954,Ascom,Baptist Hospital of Miami,0,Self-service,2
INC0397203,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0396554,Hardware Move,Miami Cancer Institute,0,Phone,1
INC0420699,WZ6C02E06C9AFC,Baptist Hospital of Miami,0,Phone,2
INC0434638,Hardware Support,Baptist Outpatient Services,0,Self-service,0
INC0394964,Hardware Issue,Baptist Hospital of Miami,0,Self-service,1
INC0449270,Cerner Millennium,West Kendall Baptist Hospital,0,Phone,4
INC0394341,6CM920066T - Z22N G2,Baptist Hospital of Miami,0,Phone,2
INC0409400,Outlook,West Kendall Baptist Hospital,0,Phone,2
INC0406010,Syngo Workflow (RIS),South Miami Hospital,0,Phone,2
INC0428257,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0450907,WZ84A93E834E63,Baptist Hospital of Miami,0,Self-service,1
INC0405980,Syngo Radiology,Baptist Outpatient Services,0,Phone,2
INC0424487,Hardware Issue,Baptist Hospital of Miami,0,Phone,2
INC0424998,Hardware Issue,Baptist Hospital of Miami,0,Phone,2
INC0455262,IMAC - Install/Move/Add/Change,BHSF Corporate,0,Phone,0
INC0430167,Midas Care Management,Miami Cancer Institute,0,Phone,3
INC0446418,Imprivata OneSign Baptist,Homestead Hospital,0,Phone,2
INC0412709,WZ80E82CE4D8A6,Baptist Hospital of Miami,0,Walk-in,0
INC0444471,Network File Share,BHSF Corporate,0,Phone,2
INC0395348,Vitalsync (Oxinet),Baptist Hospital of Miami,0,Phone,2
INC0438455,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0399306,3155476 - Emagination Station,Baptist Hospital of Miami,0,Self-service,2
INC0418902,VNB3K00403,Baptist Hospital of Miami,0,Self-service,1
INC0445626,6CM8411JD2 - Z22N G2,Baptist Hospital of Miami,0,Phone,2
INC0412445,Hardware Support,West Kendall Baptist Hospital,0,Walk-in,0
INC0428531,WZECB1D750AEDF,,2,Walk-in,0
INC0422632,CNBCL2G032,Baptist Health Medical Group Cardiology Galloway,0,Self-service,1
INC0457950,WTABB489589C6A,Miami Cancer Institute,0,Self-service,1
INC0444436,Network File Share,Homestead Hospital,0,Phone,7
INC0455211,Hardware Issue,Miami Cancer Institute,0,Phone,1
INC0450183,Cerner PowerChart Acute Case Management,Baptist Hospital of Miami,0,Phone,2
INC0448911,Teams,Baptist Hospital of Miami,0,Phone,7
INC0431665,Citrix Access Gateway,,0,Phone,2
INC0457948,WZ9E70F707B4FF,Baptist Hospital of Miami,1,Phone,1
INC0462412,6CM6281J4Y - Z22n,Miami Cancer Institute,0,Self-service,1
INC0422714,WZ6C24081EB809,Baptist Hospital of Miami,1,Phone,0
INC0426490,Hardware Issue,Miami Cancer Institute,0,Self-service,1
INC0406789,WZC8D9D21A1941,Baptist Hospital of Miami,0,Self-service,1
INC0458832,Hardware Issue,Miami Cancer Institute,0,Phone,3
INC0441404,Hardware Support,Baptist Hospital of Miami,1,Self-service,1
INC0406959,PHBBK10823,Baptist Hospital of Miami,0,Phone,1
INC0441870,CN0101CFTV2001AH05AB - P2422H,Miami Cancer Institute,0,Phone,1
INC0433732,Imprivata OneSign Baptist,Homestead Hospital,0,Phone,2
INC0429074,WZ002B67EB7DFF,Baptist Hospital of Miami,1,Phone,1
INC0397834,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0411793,Hardware Support,Baptist Health Medical Group,0,Self-service,1
INC0449365,30J163000069,Miami Cancer Institute,0,Self-service,0
INC0430800,Hardware Issue,Baptist Hospital of Miami,0,Phone,2
INC0436716,WZC8D9D21440C7,Baptist Hospital of Miami,0,Phone,1
INC0403793,WPC8D9D213938C,Miami Cancer Institute,0,Self-service,2
INC0425721,6CM8251C0J - Z22N G2,Homestead Hospital,0,Phone,2
INC0426056,Network File Share,South Miami Hospital,0,Phone,6
INC0395835,WZ607D0937F46E,Baptist Hospital of Miami,0,Phone,1
INC0451190,Hardware Issue,,0,Phone,3
INC0423020,WAM,West Kendall Baptist Hospital,0,Phone,2
INC0409337,WZ002B6783701B,BHSF Corporate,0,Phone,2
INC0412151,S3121523 - S-M0P-KBP-0-0000,Baptist Hospital of Miami,0,Phone,1
INC0461477,CNK44807G6 - E221,Baptist Hospital of Miami,0,Self-service,1
INC0418006,WZ98FA9B6EB69E,Miami Cancer Institute,0,Phone,7
INC0456843,Hardware Issue,BHSF Corporate,0,Walk-in,0
INC0431215,Hardware Issue,Baptist Hospital of Miami,0,Phone,3
INC0405375,Hardware Issue,Baptist Hospital of Miami,0,Self-service,1
INC0422598,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0461063,6CM8411HR5 - Z22N G2,Baptist Hospital of Miami,0,Phone,1
INC0408648,Cerner Millennium,Baptist Hospital of Miami,0,Phone,2
INC0447780,Hardware Issue,Baptist Hospital of Miami,0,Phone,2
INC0416444,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0455559,Syngo Workflow (RIS),West Kendall Baptist Hospital,0,Phone,2
INC0457687,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0443975,WZE86A64B2C72A,Miami Cancer Institute,0,Phone,2
INC0414571,WZ84A93E84A7BE,Baptist Hospital of Miami,0,Phone,2
INC0462093,18J183300933,Baptist Hospital of Miami,0,Self-service,1
INC0419765,Hardware Issue,Baptist Hospital of Miami,0,Self-service,2
INC0444373,Syngo Radiology,Baptist Hospital of Miami,1,Phone,2
INC0448184,VPN,Miami Cancer Institute,0,Phone,2
INC0432764,Cerner Millennium,Miami Cancer Institute,0,Phone,2
INC0406013,Syngo Radiology,Doctors Hospital,0,Phone,2
INC0450934,Hardware Issue,BHSF Corporate,0,Phone,2
INC0413337,Hardware Support,Miami Cancer Institute,0,Phone,1
INC0430767,30J160500442,South Miami Hospital,0,Phone,2
INC0458835,Hardware Issue,Baptist Hospital of Miami,0,Self-service,1
INC0421479,WZ607D09383324,BHSF Corporate,0,Chat,0
INC0434352,printserver,Baptist Hospital of Miami,0,Self-service,1
INC0423660,WZ002B67836DC7,Baptist Hospital of Miami,2,Phone,0
INC0422703,Hardware Support,Baptist Hospital of Miami,0,Self-service,0
INC0427854,Hardware Move,Baptist Hospital of Miami,1,Walk-in,0
INC0409657,Hardware Issue,South Miami Hospital,0,Self-service,2
INC0442426,Hardware Issue,Baptist Health Medical Group,0,Self-service,1
INC0438938,WZ80E82CE49253,Baptist Health Medical Group,0,Walk-in,0
INC0392616,Ascom,Baptist Hospital of Miami,1,Self-service,3
INC0416240,Ascom,Baptist Health Medical Group,1,Self-service,2
INC0441897,Hardware Issue,,0,Phone,3
INC0424591,WZ92D5E636F6DB,Miami Cancer Institute,0,Phone,1
INC0409137,WZE86A64B2C2DB,BHSF Corporate,2,Self-service,0
INC0405039,3155581 - Emagination Station,Baptist Hospital of Miami,0,Walk-in,0
INC0447719,Aria RO,Miami Cancer Institute,0,Phone,2
INC0458462,Hardware Issue,Baptist Hospital of Miami,0,Phone,0
INC0420860,Imprivata Access,Homestead Hospital,0,Phone,5
INC0429632,WZ2873FBB60CE8,Miami Cancer Institute,0,Self-service,1
INC0446615,Hardware Issue,Miami Cancer Institute,0,Self-service,1
INC0441308,6CM0031YGT - Z22N G2,Baptist Hospital of Miami,0,Phone,1
INC0401499,CNBCN761NS,South Miami Hospital,0,Self-service,2
INC0415618,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0462651,Hardware Issue,Baptist Hospital of Miami,0,Self-service,1
INC0418757,Cerner Millennium,West Kendall Baptist Hospital,0,Phone,2
INC0424058,Cerner Millennium,Baptist Hospital of Miami,0,Phone,2
INC0426672,ServiceNow,"Bethesda Hospital, Inc",0,Walk-in,0
INC0436677,NPIB82AF5,Baptist Hospital of Miami,0,Self-service,1
INC0443322,WZ3CE1A1C44DD3,Homestead Hospital,0,Self-service,2
INC0417718,Hardware Issue,Baptist Hospital of Miami,0,Phone,3
INC0396632,Hardware Support,Baptist Hospital of Miami,0,Self-service,2
INC0416828,Hardware Issue,Baptist Hospital of Miami,0,Self-service,1
INC0461003,Ascom,Baptist Hospital of Miami,0,Self-service,3
INC0405607,MXBCMBW0F1,Miami Cancer Institute,0,Walk-in,0
INC0424352,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0433351,Hardware Support,Baptist Health Medical Group,0,Self-service,0
INC0461847,50N203900685 - ZD410,Baptist Hospital of Miami,0,Phone,1
INC0395276,Hardware Issue,Baptist Hospital of Miami,1,Self-service,1
INC0448694,Cerner Millennium,Baptist Hospital of Miami,0,Phone,2
INC0412463,WZ6C4B90AB6404,Baptist Hospital of Miami,0,Self-service,0
INC0441079,D9N225100175 - ZD621,Miami Cancer Institute,0,Phone,3
INC0417598,Cerner PowerChart Touch,Baptist Hospital of Miami,0,Phone,4
INC0411102,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0436179,WZ9AACD35D77E0,Baptist Hospital of Miami,0,Walk-in,0
INC0398412,Outlook,Miami Cancer Institute,0,Phone,4
INC0435710,WZ84A93E8499E7,Baptist Health Medical Group,0,Phone,2
INC0434621,Hardware Support,Baptist Hospital of Miami,0,Self-service,0
INC0464263,Hardware Issue,BHSF Corporate,0,Phone,3
INC0438566,Cerner Millennium,Miami Cancer Institute,0,Phone,2
INC0422677,3155596 - Emagination Station,Baptist Hospital of Miami,0,Self-service,0
INC0455467,Rauland Borg Nurse Call Manager,Homestead Hospital,0,Phone,2
INC0396552,Hardware Issue,Miami Cancer Institute,0,Phone,1
INC0432790,WZ68F728581BFB,Baptist Outpatient Services,0,Phone,2
INC0463346,PHBB421136,Baptist Hospital of Miami,0,Phone,2
INC0420823,Syngo Workflow (RIS),Baptist Outpatient Services,0,Phone,2
INC0459672,eCOS - Sorian Clinicals,Baptist Hospital of Miami,0,Phone,2
INC0458402,Hardware Issue,Baptist Hospital of Miami,0,Self-service,0
INC0451201,WZ002324C4811E,Baptist Hospital of Miami,0,Phone,1
INC0415596,WZ5405DB0F33A4,Baptist Hospital of Miami,0,Email,0
INC0433882,WZC8D9D21B5BDB,Baptist Hospital of Miami,0,Phone,2
INC0445210,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0457958,Hardware Issue,Baptist Outpatient Services,0,Phone,2
INC0394252,WZF875A4592F0E,Baptist Hospital of Miami,0,Phone,2
INC0455600,WZC8D9D216F337,Baptist Hospital of Miami,0,Phone,2
INC0450809,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0433176,Citrix Access Gateway,Baptist Health Medical Group,0,Self-service,2
INC0425670,Imprivata OneSign Baptist,Baptist Hospital of Miami,0,Phone,2
INC0410825,Ascom,Baptist Hospital of Miami,0,Phone,2
INC0430651,6CM01918HP - Z22N G2,Baptist Hospital of Miami / Hope Tower / 1st Floor,1,Phone,3
INC0424068,Hardware Issue,Baptist Hospital of Miami,1,Phone,4
INC0403846,Hardware Issue,Baptist Hospital of Miami,1,Phone,4
INC0404057,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0396488,6CM62607BR - Z22n,Baptist Hospital of Miami,0,Phone,4
INC0457333,Network File Share,Baptist Health Medical Group,0,Phone,2
INC0449037,Ascom,Baptist Hospital of Miami,1,Self-service,1
INC0452648,PHB5C38557,Miami Cancer Institute,0,Self-service,1
INC0427986,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0427710,WZ68F72809BC56,Miami Cancer Institute,0,Self-service,0
INC0430380,Hardware Issue,Baptist Hospital of Miami,0,Self-service,1
INC0424771,Print Server,Baptist Outpatient Services,0,Phone,2
INC0463915,WZE86A64B2CEB8,Baptist Health Medical Group,0,Virtual Agent,0
INC0459432,WZ002B67227D6F,Baptist Hospital of Miami,0,Phone,2
INC0415609,6CM8411JB9 - Z22N G2,Baptist Health South Florida,0,Self-service,1
INC0405062,Cerner PowerChart Acute Case Management,Doctors Hospital,0,Phone,2
INC0416436,Employee Directory,,0,Phone,2
INC0443578,WZ10E7C63D0EDD,West Kendall Baptist Hospital,0,Phone,5
INC0405602,CNBCHCT044,Miami Cancer Institute,0,Self-service,1
INC0438228,Hardware Issue,Miami Cancer Institute,0,Self-service,1
INC0428729,Outlook,BHSF Corporate,0,Phone,2
INC0412426,Hardware Issue,Miami Cancer Institute,0,Phone,1
INC0458632,Hardware Issue,BHSF Corporate,0,Walk-in,0
INC0451244,WZ6C4B90AB68D5,Baptist Hospital of Miami,0,Self-service,2
INC0445887,WZC8D9D21B230F,Baptist Hospital of Miami,0,Phone,3
INC0400044,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0414340,Hardware Support,BHSF Corporate,0,Self-service,0
INC0435037,Outlook,Miami Cancer Institute,0,Phone,3
INC0447401,Hardware Issue,Baptist Hospital of Miami,0,Phone,2
INC0393791,Ascom,Baptist Hospital of Miami,0,Self-service,0
INC0430036,HealthPay24,Baptist Outpatient Services,0,Phone,2
INC0398588,PHB5H29822,Baptist Health Medical Group,0,Self-service,1
INC0438741,Hardware Issue,Baptist Health Medical Group,0,Self-service,1
INC0447174,WZ0068EBC9DEFD,Baptist Hospital of Miami,0,Email,0
INC0450939,Print Server,Doctors Hospital,0,Phone,1
INC0441467,WZ10E7C63D15E5,Baptist Health Medical Group,0,Phone,2
INC0403682,WZ98FA9BF4EBC3,Baptist Hospital of Miami,1,Phone,1
INC0424392,6CM0220JTL - Z22N G2,Baptist Hospital of Miami,1,Phone,0
INC0423576,CNDQF17826,Miami Cancer Institute,0,Phone,1
INC0409583,WZF875A47F263F,Baptist Hospital of Miami,1,Phone,0
INC0446567,Cerner Millennium,BHSF Corporate,0,Phone,2
INC0404989,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0412138,3157333 - Emagination Station,Baptist Hospital of Miami,0,Phone,1
INC0446846,Hardware Support,Miami Cancer Institute,0,Self-service,0
INC0439572,Hardware Issue,Baptist Hospital of Miami,0,Phone,2
INC0426737,WZ10E7C624F066,Baptist Health Medical Group,0,Self-service,0
INC0455648,Ascom,Baptist Hospital of Miami,1,Phone,4
INC0441791,WZC8D9D214BF62,Baptist Hospital of Miami,0,Phone,1
INC0406231,WZF875A4B73838,Baptist Health Medical Group,0,Phone,2
INC0431577,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0417770,WZE86A64B2CCD0,,0,Self-service,0
INC0428942,30J175300338,BHSF Corporate,0,Phone,3
INC0430238,WZC8D9D21440C7,Baptist Hospital of Miami,0,Walk-in,0
INC0409624,3168603 - Emagination Station,Baptist Hospital of Miami,0,Self-service,2
INC0430855,3140132 - S-M0P-KBP-0-0000,South Miami Hospital,0,Phone,2
INC0440528,Hardware Issue,South Miami Hospital,0,Phone,2
INC0408385,WZF875A47F2BF8,Baptist Hospital of Miami,0,Self-service,0
INC0404974,WZF875A47F2073,Baptist Hospital of Miami,0,Phone,2
INC0449381,Provider - Hardware Support,Miami Cancer Institute,0,Self-service,1
INC0435287,Hardware Issue,Baptist Health Medical Group,0,Phone,1
INC0392228,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0451851,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0441132,WZB6D73E0A9167,Miami Cancer Institute,0,Walk-in,0
INC0458150,HealthPay24,Baptist Outpatient Services,0,Self-service,2
INC0429972,Hardware Issue,,0,Phone,1
INC0432742,Hardware Support,Baptist Hospital of Miami,0,Phone,2
INC0414501,PHB5B95258 - Laserjet Pro M402DNE,Baptist Health Medical Group,0,Walk-in,0
INC0445628,WZAB3B9EBEDEA9,Baptist Hospital of Miami,1,Phone,3
INC0460836,Ascom,Baptist Hospital of Miami,0,Self-service,2
INC0400296,Telecom Request Or Issue,Baptist Hospital of Miami,1,Self-service,3
INC0402671,RelayAssurance Plus (ePREMIS),BHSF Corporate,0,Phone,2
INC0444775,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0409927,26821845048,Baptist Hospital of Miami,0,Self-service,2
INC0450092,WZ1860248BB748,Mariners Hospital,0,Phone,2
INC0392224,Hardware Issue,Baptist Health Medical Group,0,Self-service,2
INC0417798,WZD562752C70C5,Baptist Hospital of Miami,0,Phone,1
INC0442617,Hardware Issue,Baptist Hospital of Miami,0,Phone,2
INC0415626,Imprivata Access,Baptist Hospital of Miami,0,Email,0
INC0448807,WZ002B678388BD,Baptist Hospital of Miami,0,Phone,1
INC0417421,Hardware Support,Miami Cancer Institute,0,Phone,1
INC0433371,WZ80E82CE51912,Baptist Health Medical Group,0,Walk-in,0
INC0429614,WZF875A4C307FC,Baptist Hospital of Miami,1,Phone,2
INC0459518,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0447214,Hardware Support,Baptist Health Medical Group,0,Self-service,2
INC0422811,Cloud Infrastructure,,0,Virtual Agent,3
INC0452489,Provider - Application Issue,Miami Cancer Institute,0,Walk-in,1
INC0432857,Hardware Support,Baptist Hospital of Miami,0,Self-service,0
INC0449892,MFA,Baptist Outpatient Services,0,Phone,2
INC0394681,CNBCL4R012,Baptist Hospital of Miami,0,Self-service,1
INC0407184,Dragon - Hardware Issue,Baptist Health Medical Group,0,Phone,3
INC0421064,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0456028,Hardware Support,Baptist Hospital of Miami,0,Chat,0
INC0442028,WZ002B67DC119E,Baptist Hospital of Miami,0,Phone,1
INC0417091,6CM92601CT - Z22N G2,Miami Cancer Institute,0,Phone,0
INC0395913,3158336 - Emagination Station,Baptist Hospital of Miami,0,Self-service,2
INC0411715,Hardware Issue,Baptist Hospital of Miami,0,Phone,2
INC0398974,WZF875A4816B49,Baptist Hospital of Miami,1,Phone,1
INC0413807,Ascom,Baptist Hospital of Miami,1,Self-service,0
INC0433236,WZCB2C4DBCF95B,Miami Cancer Institute,0,Phone,7
INC0392009,XXZJN222005574 - ZQ610,Baptist Hospital of Miami,0,Phone,1
INC0421706,6CM90910V0 - Z22N G2,Baptist Hospital of Miami,0,Self-service,1
INC0430271,Hardware Issue,Baptist Health Medical Group,0,Self-service,1
INC0455257,Zoom,BHSF Corporate,0,Phone,2
INC0462345,Hardware Issue,Baptist Hospital of Miami,0,Phone,3
INC0408518,50J191901032,Baptist Hospital of Miami,0,Self-service,2
INC0428490,WZF875A4C18AC6,Baptist Hospital of Miami,0,Walk-in,0
INC0413629,WZE1823A5944F9,Baptist Hospital of Miami,2,Phone,1
INC0459163,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0407905,WZ9C7BEF4F3529,Baptist Hospital of Miami,1,Phone,1
INC0405078,WZC8D9D2033DA4,Doctors Hospital,0,Phone,2
INC0393720,WZE86A64B3E438,Miami Cancer Institute,0,Chat,0
INC0413392,Hardware Issue,Miami Cancer Institute,0,Phone,1
INC0404919,Ascom,Baptist Hospital of Miami,1,Self-service,0
INC0461727,Ascom,Baptist Hospital of Miami,0,Self-service,2
INC0444639,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0434202,Outlook,Miami Cancer Institute,0,Phone,0
INC0458742,Cerner Millennium,Homestead Hospital,0,Phone,1
INC0436339,Hardware Issue,Baptist Health Medical Group,0,Phone,0
INC0415603,Imprivata Access,Baptist Hospital of Miami,0,Email,0
INC0452704,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0418241,Hardware Support,Miami Cancer Institute,0,Self-service,1
INC0409410,WZ9904E5F32FC8,Baptist Hospital of Miami,0,Phone,2
INC0425531,Cerner Millennium,Miami Cancer Institute,0,Phone,2
INC0395479,Imprivata OneSign Baptist,Baptist Hospital of Miami,0,Phone,1
INC0447353,OneDrive,BHSF Corporate,0,Phone,3
INC0392000,XXZJN222005600 - ZQ610,Baptist Hospital of Miami,0,Phone,1
INC0460797,Hardware Delivery,,0,,0
INC0416017,Hardware Issue,Baptist Hospital of Miami,0,Self-service,1
INC0455437,Print Server,Miami Cancer Institute,0,Phone,1
INC0411064,Hardware Support,BHSF Corporate,0,Self-service,0
INC0415615,Imprivata Access,Baptist Hospital of Miami,0,Email,0
INC0426817,Hardware Issue,Baptist Health Medical Group Cardiology Galloway,0,Self-service,1
INC0398667,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0413584,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0394210,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0419542,Provider - Tier 2 Issue,Baptist Health Medical Group,0,Walk-in,0
INC0446189,WZC6B5791010C1,Miami Cancer Institute,0,Phone,1
INC0411663,WZE193719F3FA7,Miami Cancer Institute,0,Self-service,1
INC0411699,PRINT1,Baptist Hospital of Miami,0,Walk-in,0
INC0413373,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0457466,Hardware Issue,Baptist Hospital of Miami,0,Phone,2
INC0415598,WZFE6A0858C66A,Baptist Hospital of Miami,1,Phone,1
INC0423874,WZ5405DBBAC1CD,Baptist Hospital of Miami,0,Phone,2
INC0450151,Imprivata OneSign Baptist,Fishermen's Community Hospital,0,Phone,2
INC0442990,WZECB1D750AEDF,Miami Cancer Institute,0,Self-service,2
INC0455279,fastpass,Miami Cancer Institute,0,Phone,2
INC0460631,WZ84A93E849F6B,Baptist Hospital of Miami,0,Self-service,1
INC0401538,WZF875A47F22E6,Baptist Hospital of Miami,0,Self-service,0
INC0445275,WZ84A93E686FD2,Baptist Hospital of Miami,0,Phone,2
INC0447518,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0413627,Hardware Issue,Baptist Health Medical Group,0,Self-service,3
INC0413333,WZ84A93E820FFD,Baptist Hospital of Miami,0,Self-service,1
INC0456399,Network Drop Activation,Baptist Hospital of Miami,0,Phone,2
INC0396976,Hardware Issue,,0,Phone,1
INC0447749,WZ0068EBCDC40A,Miami Cancer Institute,0,Phone,1
INC0429649,Imprivata OneSign Bethesda,BHSF Corporate,0,Phone,2
INC0436040,18J192502828,Baptist Hospital of Miami,0,Phone,3
INC0402103,WZCB03BC159F2C,Baptist Hospital of Miami,1,Phone,1
INC0428388,WZA89F52EB531B,Baptist Hospital of Miami,1,Phone,2
INC0415578,Print Server,Baptist Health Medical Group,2,Phone,1
INC0415641,WZF1699893C7B8,Miami Cancer Institute,0,Phone,3
INC0431423,VPN,BHSF Corporate,0,Walk-in,0
INC0456317,3155957 - Emagination Station,Baptist Hospital of Miami,0,Phone,1
INC0416782,3186411 - WOW Cart,Miami Cancer Institute,0,Self-service,1
INC0434456,NPI3C7EAA,Baptist Hospital of Miami,0,Phone,2
INC0448748,Hardware Issue,Miami Cancer Institute,0,Phone,1
INC0404314,Dragon Medical One,Miami Cancer Institute,0,Phone,2
INC0401295,WZ84A93852634B,Baptist Health Medical Group,0,Self-service,1
INC0412702,WZ84A93E89B298,Baptist Outpatient Services,0,Phone,2
INC0451280,VPN,BHSF Corporate,0,Phone,2
INC0411719,Active Directory,Miami Cancer Institute,0,Phone,2
INC0432070,Hardware Issue,Baptist Outpatient Services,0,Phone,2
INC0396317,Imprivata OneSign Baptist,Baptist Hospital of Miami,0,Walk-in,0
INC0441156,Hardware Support,Baptist Hospital of Miami,0,Self-service,1
INC0395778,Seca,Miami Cancer Institute,0,Self-service,1
INC0460623,NPIBFDA5C,Baptist Outpatient Services,0,Self-service,2
INC0431472,WZ0068EBCA040B,Miami Cancer Institute,0,Phone,1
INC0427214,WZC8D9D21B79AC,Baptist Hospital of Miami,0,Phone,2
INC0450678,Ascom,Baptist Hospital of Miami,2,Self-service,2
INC0412210,Hardware Support,Baptist Hospital of Miami,1,Self-service,0
INC0446176,WZE86A64B2C72A,Miami Cancer Institute,0,Walk-in,0
INC0447400,Pineapple Connect - Intranet,Baptist Hospital of Miami,0,Phone,2
INC0459968,Revenue Cycle Analytics (RCA),Miami Cancer Institute,0,Self-service,2
INC0418687,Citrix,Baptist Health Medical Group,0,Phone,2
INC0420808,Cerner Millennium,Miami Cancer Institute,0,Phone,2
INC0405979,WZ9C7BEF4E4473,Baptist Health South Florida,0,Self-service,1
INC0397276,WZ84A93E79CB25,Baptist Hospital of Miami,0,Self-service,1
INC0436785,Hardware Issue,Doctors Hospital,0,Phone,2
INC0422133,Hardware Issue,Miami Cancer Institute,0,Phone,1
INC0413277,WZC8D9D216D0B3,Baptist Hospital of Miami,0,Self-service,1
INC0402957,Dragon - Hardware Issue,Miami Cancer Institute,0,Phone,2
INC0439281,Active Directory,Baptist Hospital of Miami,0,Phone,2
INC0441328,Hardware Issue,Baptist Hospital of Miami,0,Self-service,0
INC0447872,WZAA5F1A1FC2EF,Baptist Hospital of Miami,1,Phone,2
INC0422789,S3122821 - S-M0P-KBP-0-0000,Baptist Hospital of Miami,0,Walk-in,2
INC0440807,WZ8C8CAA684319,BHSF Corporate,0,Phone,3
INC0404987,,Baptist Hospital of Miami,0,Self-service,0
INC0461784,WZC8D9D216D7EF,BHSF Corporate,0,Walk-in,0
INC0426041,Outlook,South Miami Hospital,0,Phone,6
INC0415057,CNC4260TSR - EliteDisplay E221i,Baptist Hospital of Miami,0,Self-service,4
INC0451824,Hardware Support,Baptist Hospital of Miami,0,Email,0
INC0435877,WZF875A4318CB2,Baptist Hospital of Miami,0,Phone,0
INC0417089,WZ0068EBCA2BB5,Miami Cancer Institute,0,Phone,5
INC0414185,Hardware Issue,BHSF Corporate,0,Self-service,2
INC0405813,Telecom Request Or Issue,Baptist Hospital of Miami,1,Phone,2
INC0430848,VPN,BHSF Corporate,0,Phone,18
INC0426965,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0445796,Hardware Issue,Baptist Hospital of Miami,0,Phone,1
INC0400536,WZE1823A5944F9,BHSF Corporate,0,Self-service,0
INC0428365,WZ3695D4E9EA59,Miami Cancer Institute / Main / 3rd Floor,1,Phone,1
INC0395398,3153992 - Emagination Station,Baptist Hospital of Miami,0,Self-service,1
INC0438977,3155938 - Emagination Station,Baptist Hospital of Miami,1,Self-service,0
INC0438919,,Baptist Hospital of Miami,0,Self-service,1
INC0427693,Hardware Move,Baptist Hospital of Miami,0,Phone,2
INC0423450,Hardware Support,Baptist Hospital of Miami,1,Self-service,0
INC0416981,Hardware Issue,Baptist Health Medical Group,0,Self-service,1
INC0455588,WZ80E82CE4D1EB,Baptist Hospital of Miami,0,Phone,2
INC0446836,NPI660093,Baptist Hospital of Miami,0,Phone,2
INC0450859,IMAC - Install/Move/Add/Change,BHSF Corporate,0,Walk-in,0
INC0423115,Hardware Issue,Baptist Hospital of Miami,0,Self-service,1
INC0435726,Hardware Issue,Baptist Hospital of Miami,0,Phone,5
INC0412030,WZ98FA9B6EBB1C,Miami Cancer Institute,1,Phone,1
INC0428631,Hardware Issue,Baptist Hospital of Miami,0,Phone,2
INC0398527,Hardware Issue,Baptist Hospital of Miami,0,Self-service,1
INC0413713,NPID7969E,Baptist Health Medical Group,0,Self-service,3
INC0441724,Ascom,Baptist Hospital of Miami,2,Phone,4
INC0422287,WZE86A64B2D34F,BHSF Corporate,0,Phone,3
INC0444414,Network File Share,Baptist Hospital of Miami,12,Phone,2
INC0411625,JPBCKCG1DW,Miami Cancer Institute,0,Self-service,1
INC0429800,Ascom,Baptist Hospital of Miami,1,Self-service,2
INC0400643,WZ002B678369E1,Baptist Hospital of Miami,1,Phone,0
INC0401890,WZECB1D759B01E,Palmetto Bay Baptist Medical Plaza,0,Phone,3
INC0445120,6CM7410T71 - Z22N G2,BHSF Corporate,0,Walk-in,0
